userId,movieId,rating
101,2161,5.0
101,2174,4.0
101,2193,4.0
101,2253,2.0
101,2268,4.0
101,2273,4.0
101,2291,5.0
101,2329,5.0
101,2338,2.0
101,2353,5.0
101,2366,4.0
101,2387,5.0
101,2389,2.0
101,2395,5.0
101,2406,4.0
101,2414,3.0
101,2427,5.0
101,2450,4.0
101,2459,5.0
101,2470,5.0
101,2478,4.0
101,2492,4.0
101,2502,5.0
101,2528,3.0
101,2529,5.0
101,2542,5.0
101,2571,5.0
101,2580,5.0
101,2596,5.0
101,2616,4.0
101,2617,2.0
101,2628,4.0
101,2640,4.0
101,2641,5.0
101,2644,4.0
101,2648,4.0
101,2654,5.0
101,2657,3.0
101,2692,5.0
101,2700,5.0
101,2716,5.0
101,2761,5.0
101,2797,4.0
101,2826,4.0
101,2858,5.0
101,2872,5.0
101,2899,5.0
101,2916,4.0
101,2944,5.0
101,2947,5.0
101,2948,5.0
101,2949,5.0
101,2959,5.0
101,2985,4.0
101,2987,5.0
101,2991,5.0
101,2993,5.0
101,2997,4.0
101,3033,5.0
101,3034,5.0
101,3052,5.0
101,3053,5.0
101,3062,4.0
101,3147,5.0
101,3168,4.0
101,3176,1.0
101,3243,3.0
101,3247,3.0
101,3253,5.0
101,3273,5.0
101,3386,5.0
101,3439,4.0
101,3440,4.0
101,3441,5.0
101,3448,5.0
101,3450,5.0
101,3479,4.0
101,3489,4.0
101,3527,4.0
101,3578,5.0
101,3617,4.0
101,3639,4.0
101,3671,5.0
101,3702,5.0
101,3703,5.0
101,3729,5.0
101,3740,4.0
101,3744,4.0
101,3793,5.0
101,3809,4.0
101,4006,4.0
101,5060,5.0
102,318,3.0
102,333,4.0
102,1704,4.5
102,3578,4.0
102,6874,4.0
102,8798,3.5
102,46970,4.0
102,48516,4.0
102,58559,4.5
102,60756,5.0
102,68157,4.5
102,71535,3.0
102,74458,4.0
102,77455,3.0
102,79132,4.0
102,80489,4.5
102,80906,5.0
102,86345,4.0
102,89774,5.0
102,91529,3.5
102,91658,2.5
102,99114,3.5
102,106782,5.0
102,109487,3.0
102,112552,4.0
102,114060,2.0
102,115713,3.5
102,122882,5.0
102,131724,5.0
103,31,0.5
103,527,0.5
103,647,0.5
103,688,0.5
103,720,0.5
103,849,5.0
103,914,0.5
103,1093,0.5
103,1124,0.5
103,1263,0.5
103,1272,0.5
103,1275,3.5
103,1302,0.5
103,1371,3.0
103,1587,4.5
103,2018,0.5
103,2080,0.5
103,2090,0.5
103,2105,2.0
103,2288,4.0
103,2424,0.5
103,2851,5.0
103,3024,4.5
103,3210,0.5
103,3703,5.0
103,3949,0.5
103,4518,5.0
103,5048,0.5
103,5181,5.0
103,5746,5.0
103,5764,4.5
103,5919,5.0
103,6238,0.5
103,6835,5.0
103,7899,4.5
103,7991,5.0
103,26409,4.5
103,70946,5.0
103,72378,0.5
104,21,3.0
104,32,2.0
104,45,3.0
104,47,2.0
104,52,3.0
104,58,3.0
104,106,4.0
104,125,5.0
104,126,1.0
104,162,5.0
104,171,3.0
104,176,5.0
104,190,2.0
104,215,5.0
104,222,1.0
104,232,5.0
104,235,2.0
104,247,3.0
104,260,5.0
104,265,5.0
104,296,1.0
104,319,5.0
104,342,5.0
104,345,4.0
104,348,4.0
104,351,3.0
104,357,3.0
104,368,4.0
104,417,2.0
104,441,1.0
104,450,2.0
104,457,5.0
104,475,5.0
104,492,5.0
104,509,1.0
104,538,5.0
104,539,1.0
104,553,2.0
104,588,4.0
104,593,5.0
104,595,3.0
104,599,2.0
104,608,5.0
104,648,3.0
104,708,4.0
104,759,3.0
104,800,4.0
104,892,4.0
104,898,5.0
104,899,4.0
104,902,4.0
104,904,4.0
104,908,5.0
104,910,5.0
104,912,5.0
104,914,5.0
104,919,5.0
104,920,5.0
104,930,5.0
104,937,3.0
104,1025,4.0
104,1046,5.0
104,1057,3.0
104,1060,2.0
104,1073,4.0
104,1077,5.0
104,1079,2.0
104,1080,5.0
104,1084,5.0
104,1086,5.0
104,1094,3.0
104,1103,5.0
104,1136,5.0
104,1179,4.0
104,1183,1.0
104,1188,5.0
104,1196,5.0
104,1197,5.0
104,1198,3.0
104,1199,2.0
104,1203,5.0
104,1211,1.0
104,1213,4.0
104,1219,4.0
104,1225,4.0
104,1250,5.0
104,1259,4.0
104,1265,4.0
104,1266,4.0
104,1279,2.0
104,1282,5.0
104,1283,5.0
104,1288,4.0
104,1291,4.0
104,1304,3.0
104,1391,1.0
104,1449,5.0
104,1466,4.0
104,1500,4.0
104,1517,4.0
104,1580,3.0
104,1597,1.0
104,1617,2.0
104,1641,4.0
104,1704,1.0
104,1719,4.0
104,1732,4.0
104,1733,5.0
104,1734,3.0
104,1834,5.0
104,1860,2.0
104,1883,4.0
104,1885,3.0
104,1892,2.0
104,1895,4.0
104,1907,3.0
104,1914,4.0
104,1916,1.0
104,1923,3.0
104,1947,5.0
104,1966,2.0
104,1967,5.0
104,1968,4.0
104,2019,2.0
104,2076,4.0
104,2078,5.0
104,2109,4.0
104,2145,3.0
104,2150,5.0
104,2174,5.0
104,2186,5.0
104,2203,4.0
104,2204,5.0
104,2282,1.0
104,2324,1.0
104,2336,2.0
104,2351,4.0
104,2359,4.0
104,2390,5.0
104,2395,3.0
104,2406,4.0
104,2467,4.0
104,2571,1.0
104,2583,5.0
104,2599,5.0
104,2628,1.0
104,2683,4.0
104,2692,5.0
104,2712,2.0
104,2762,4.0
104,2763,1.0
104,2770,2.0
104,2791,5.0
104,2843,5.0
104,2858,5.0
104,2874,4.0
104,2921,4.0
104,2926,5.0
104,2959,2.0
104,2973,2.0
104,2997,4.0
104,3033,4.0
104,3044,5.0
104,3060,4.0
104,3079,3.0
104,3083,5.0
104,3160,4.0
104,3175,1.0
104,3176,4.0
104,3204,4.0
104,3255,4.0
104,3317,4.0
104,3358,3.0
104,3365,5.0
104,3386,4.0
104,3408,4.0
104,3481,2.0
104,3489,1.0
104,3508,5.0
104,3538,2.0
104,3591,1.0
104,3788,3.0
104,3809,3.0
104,3851,5.0
104,3897,4.0
104,3911,3.0
104,3967,4.0
104,3996,4.0
104,4002,3.0
104,4014,1.0
104,4020,3.0
104,4021,4.0
104,4027,3.0
104,4029,3.0
104,4033,4.0
104,4034,5.0
104,4074,3.0
104,4121,4.0
104,4144,3.0
104,4166,3.0
104,4226,2.0
104,4239,5.0
104,4246,4.0
104,4252,3.0
104,4260,2.0
104,4273,4.0
104,4308,1.0
104,4347,4.0
104,4381,3.0
104,4641,1.0
104,4741,3.0
104,4765,5.0
104,4881,3.0
104,4896,4.0
104,4902,4.0
104,4967,5.0
105,1,4.0
105,21,4.0
105,34,4.0
105,36,4.0
105,39,3.0
105,50,4.0
105,58,5.0
105,110,4.0
105,150,3.0
105,153,3.0
105,232,4.0
105,247,5.0
105,253,3.0
105,261,4.0
105,265,3.0
105,266,1.0
105,290,5.0
105,296,5.0
105,300,3.0
105,316,2.0
105,318,3.0
105,344,3.0
105,349,3.0
105,357,2.0
105,364,3.0
105,367,4.0
105,380,2.0
105,410,3.0
105,457,4.0
105,474,4.0
105,475,5.0
105,515,3.0
105,527,5.0
105,531,4.0
105,534,3.0
105,588,4.0
105,589,3.0
105,590,5.0
105,592,3.0
105,594,5.0
105,595,5.0
105,596,5.0
105,597,3.0
105,608,3.0
106,2,4.0
106,3,5.0
106,4,3.0
106,5,5.0
106,6,4.0
106,7,4.0
106,8,3.0
106,10,3.0
106,11,4.0
106,13,3.0
106,15,4.0
106,16,4.0
106,17,4.0
106,19,2.0
106,21,2.0
106,22,5.0
106,24,4.0
106,25,3.0
106,26,4.0
106,27,3.0
106,31,3.0
106,32,4.0
106,34,4.0
106,36,5.0
106,41,4.0
106,43,4.0
106,45,3.0
106,46,4.0
106,47,4.0
106,50,1.0
106,54,4.0
106,60,4.0
106,61,4.0
106,62,4.0
106,65,3.0
106,66,3.0
106,76,4.0
106,79,3.0
106,86,5.0
106,87,3.0
106,88,2.0
106,89,4.0
106,92,4.0
106,93,4.0
106,95,4.0
106,100,3.0
106,102,1.0
106,104,4.0
106,105,3.0
106,110,5.0
106,112,4.0
106,113,3.0
106,126,3.0
106,135,3.0
106,140,3.0
106,141,4.0
106,145,4.0
106,146,4.0
106,150,4.0
106,151,4.0
106,153,3.0
106,158,4.0
106,159,3.0
106,160,5.0
106,161,3.0
106,163,3.0
106,165,3.0
106,168,5.0
106,170,3.0
106,171,3.0
106,174,3.0
106,177,3.0
106,179,1.0
106,180,2.0
106,181,3.0
106,185,3.0
106,186,3.0
106,189,3.0
106,191,2.0
106,195,4.0
106,196,3.0
106,201,3.0
106,204,3.0
106,205,3.0
106,207,4.0
106,208,3.0
106,209,3.0
106,210,4.0
106,212,4.0
106,216,4.0
106,217,3.0
106,218,2.0
106,219,3.0
106,222,4.0
106,224,3.0
106,225,4.0
106,230,5.0
106,231,3.0
106,234,2.0
106,236,4.0
106,237,4.0
106,239,3.0
106,240,3.0
106,243,3.0
106,248,5.0
106,250,4.0
106,251,3.0
106,252,4.0
106,253,3.0
106,254,3.0
106,256,3.0
106,257,5.0
106,258,3.0
106,261,4.0
106,262,5.0
106,265,3.0
106,266,3.0
106,267,3.0
106,270,3.0
106,271,4.0
106,273,3.0
106,274,4.0
106,276,4.0
106,277,5.0
106,279,3.0
106,281,4.0
106,282,3.0
106,288,2.0
106,289,3.0
106,291,3.0
106,292,4.0
106,293,3.0
106,296,2.0
106,302,3.0
106,303,3.0
106,304,4.0
106,310,3.0
106,312,1.0
106,313,3.0
106,314,5.0
106,315,4.0
106,316,5.0
106,317,4.0
106,318,5.0
106,327,1.0
106,329,4.0
106,330,3.0
106,332,3.0
106,333,5.0
106,336,3.0
106,337,5.0
106,339,4.0
106,340,4.0
106,342,3.0
106,343,3.0
106,344,3.0
106,347,3.0
106,348,3.0
106,349,5.0
106,350,5.0
106,351,4.0
106,352,3.0
106,353,4.0
106,354,4.0
106,355,4.0
106,356,5.0
106,357,3.0
106,358,3.0
106,359,3.0
106,360,3.0
106,361,4.0
106,362,3.0
106,364,5.0
106,366,3.0
106,367,4.0
106,368,5.0
106,370,4.0
106,371,3.0
106,374,3.0
106,377,5.0
106,378,3.0
106,380,4.0
106,381,3.0
106,382,3.0
106,383,3.0
106,405,3.0
106,410,3.0
106,412,3.0
106,415,4.0
106,416,3.0
106,419,3.0
106,426,3.0
106,432,5.0
106,434,4.0
106,435,3.0
106,437,3.0
106,440,4.0
106,445,3.0
106,450,4.0
106,454,4.0
106,455,3.0
106,457,5.0
106,458,3.0
106,460,3.0
106,466,2.0
106,468,4.0
106,469,4.0
106,472,3.0
106,474,4.0
106,475,4.0
106,477,4.0
106,480,5.0
106,485,3.0
106,489,3.0
106,490,3.0
106,491,4.0
106,493,3.0
106,494,3.0
106,497,3.0
106,500,5.0
106,502,3.0
106,505,3.0
106,508,4.0
106,509,3.0
106,510,3.0
106,515,4.0
106,516,4.0
106,520,3.0
106,524,3.0
106,527,3.0
106,531,3.0
106,532,3.0
106,536,3.0
106,537,3.0
106,539,3.0
106,540,3.0
106,542,4.0
106,543,3.0
106,546,2.0
106,548,3.0
106,552,3.0
106,553,5.0
106,569,4.0
106,575,3.0
106,587,5.0
106,588,5.0
106,589,3.0
106,590,5.0
106,592,3.0
106,593,4.0
106,594,4.0
106,595,5.0
106,596,3.0
106,597,4.0
106,606,3.0
106,608,3.0
106,609,4.0
106,616,5.0
106,628,3.0
106,631,4.0
106,637,4.0
106,640,1.0
106,647,4.0
106,662,3.0
106,667,3.0
106,694,3.0
106,697,3.0
106,700,4.0
106,704,3.0
106,708,4.0
106,709,5.0
106,710,3.0
106,711,4.0
106,719,2.0
106,736,5.0
106,747,3.0
106,762,1.0
106,765,3.0
106,775,3.0
106,780,5.0
106,783,5.0
106,795,3.0
106,799,3.0
106,801,3.0
106,802,4.0
106,818,3.0
106,830,5.0
106,835,4.0
106,837,3.0
106,838,4.0
106,839,3.0
106,842,3.0
106,848,4.0
106,852,4.0
106,867,3.0
106,880,3.0
106,881,3.0
106,888,3.0
106,891,3.0
106,979,3.0
106,981,3.0
106,986,4.0
106,991,4.0
106,996,4.0
106,999,2.0
106,1004,4.0
106,1006,4.0
106,1042,3.0
106,1049,5.0
106,1061,4.0
106,1064,4.0
106,1073,3.0
106,1082,4.0
106,1084,3.0
107,1,4.5
107,50,4.5
107,58,3.0
107,150,4.5
107,165,4.0
107,260,5.0
107,356,5.0
107,380,3.0
107,466,5.0
107,480,5.0
107,587,2.0
107,588,3.0
107,589,2.5
107,592,3.0
107,593,5.0
107,595,3.5
107,648,4.0
107,750,4.0
107,780,4.5
107,920,3.0
107,924,4.0
107,1101,4.0
107,1183,1.5
107,1196,4.0
107,1208,4.0
107,1210,4.0
107,1219,5.0
107,1220,4.5
107,1240,5.0
107,1246,1.5
107,1270,5.0
107,1517,3.5
107,1584,5.0
107,1610,4.0
107,1617,3.0
107,1682,3.0
107,1784,0.5
107,1917,4.0
107,1923,1.5
107,1954,4.5
107,2019,5.0
107,2324,2.0
107,2353,3.5
107,2529,5.0
107,2628,1.5
107,2640,3.0
107,2671,4.5
107,2683,2.0
107,2688,2.5
107,2701,1.5
107,2717,3.5
107,2762,4.5
107,2858,4.0
107,3114,4.5
107,3354,1.5
107,3408,4.5
107,3578,1.5
107,3623,1.0
107,3793,3.5
107,3869,5.0
107,3916,4.0
107,3977,2.5
107,3994,3.0
107,4018,4.0
107,4223,2.0
107,4246,2.0
107,4306,4.0
107,4310,0.5
107,4370,4.5
107,4643,1.0
107,4700,1.5
107,4844,1.5
107,4874,3.0
107,4886,4.0
107,4896,4.0
107,4963,4.0
107,4993,4.5
107,4995,4.5
107,5218,3.5
107,5349,3.5
107,5378,0.5
107,5445,4.0
107,5459,3.0
107,5464,3.0
107,5502,1.5
107,5618,5.0
107,5816,4.5
107,5952,4.5
107,5989,4.0
107,5991,4.5
107,6333,4.0
107,6365,4.0
107,6534,0.5
107,6539,4.5
107,6863,4.5
107,6934,2.0
107,7143,4.5
107,7153,4.0
107,7155,3.0
107,7445,4.0
107,8207,4.5
107,8360,3.5
107,8368,2.5
107,8373,2.0
107,8528,4.5
107,8636,4.5
107,8665,3.5
107,8666,1.0
107,8783,1.0
107,8798,4.5
107,8808,1.5
107,8865,1.0
107,8870,3.5
107,8907,1.0
107,8908,4.5
107,8949,4.0
107,8957,4.0
107,8958,3.5
107,8961,4.0
107,8965,1.0
107,8970,2.5
107,8972,2.5
107,8984,4.0
107,27741,3.0
107,30812,3.5
107,30816,2.0
107,31878,3.5
107,32029,2.0
107,32031,1.5
107,32296,2.0
107,32587,3.5
107,33162,3.5
107,33493,1.0
107,33794,2.0
107,33836,1.0
107,34048,3.0
107,34319,4.5
107,37741,3.5
107,38388,3.5
107,42002,4.5
107,45499,4.0
107,45517,4.5
107,45668,1.0
107,45730,0.5
107,46530,1.0
107,48516,1.0
107,48783,4.5
107,48997,2.5
107,49272,4.5
107,49278,3.5
107,49286,0.5
107,49824,3.0
108,2,4.0
108,10,2.0
108,11,4.0
108,21,4.0
108,32,3.0
108,34,5.0
108,39,3.0
108,47,4.0
108,50,5.0
108,110,3.0
108,141,3.0
108,150,4.0
108,153,2.0
108,185,5.0
108,186,4.0
108,208,3.0
108,231,4.0
108,235,3.0
108,236,3.0
108,252,3.0
108,253,5.0
108,282,3.0
108,292,3.0
108,296,4.0
108,317,3.0
108,318,5.0
108,339,3.0
108,356,3.0
108,357,5.0
108,364,5.0
108,367,3.0
108,377,4.0
108,380,5.0
108,432,1.0
108,440,3.0
108,454,4.0
108,457,3.0
108,480,4.0
108,500,2.0
108,527,5.0
108,539,3.0
108,586,3.0
108,587,3.0
108,590,5.0
108,592,3.0
108,593,4.0
108,597,3.0
109,41,3.0
109,187,3.0
109,223,4.0
109,371,3.0
109,627,3.0
109,922,4.0
109,923,5.0
109,1037,2.0
109,1095,4.0
109,1198,5.0
109,1270,5.0
109,1674,4.0
109,1987,2.0
109,2011,3.0
109,2012,4.0
109,2023,3.0
109,2300,5.0
109,2877,3.0
109,2901,2.0
109,3173,2.0
109,3328,3.0
109,3735,3.0
109,4131,1.0
109,4558,1.0
109,4993,5.0
109,5218,4.0
109,5378,3.0
109,5445,4.0
109,5447,4.0
109,5451,4.0
109,5481,5.0
109,5507,1.0
109,5841,1.0
109,5843,3.0
109,5872,3.0
109,5890,4.0
109,5891,1.0
109,5893,4.0
109,5902,5.0
109,5952,5.0
109,5956,4.0
109,5962,1.0
109,5965,4.0
109,5988,2.0
109,6001,4.0
109,6044,2.0
110,296,1.0
110,356,3.5
110,588,4.0
110,597,3.5
110,912,4.0
110,1028,0.5
110,1088,3.0
110,1247,3.0
110,1307,3.0
110,1784,3.5
110,1907,4.0
110,2571,0.5
110,2671,3.5
110,2762,0.5
110,2858,1.0
110,2959,0.5
110,3578,4.0
110,3882,3.0
110,4246,3.5
110,4306,4.5
110,4447,4.5
110,4993,4.0
110,4995,4.0
110,5066,3.0
110,5377,3.5
110,5620,3.0
110,5943,3.0
110,5952,4.0
110,5957,3.0
110,6155,3.0
110,6266,3.0
110,6377,3.5
110,6535,4.0
110,6942,4.0
110,7149,4.0
110,7151,3.0
110,7153,4.0
110,7154,4.0
110,7169,4.5
110,7293,3.5
110,7375,4.0
110,7451,3.5
110,7458,5.0
110,8529,3.5
110,8533,5.0
110,8636,3.5
110,8665,3.5
110,8808,3.0
110,8869,5.0
110,8961,2.5
110,8969,3.5
110,8970,1.0
110,30749,3.5
110,31433,2.5
110,31685,4.5
110,33145,3.0
110,33679,3.0
110,33794,5.0
110,40629,3.0
110,40819,4.0
110,41285,2.5
110,47099,3.0
110,49272,5.0
110,49286,5.0
110,51662,3.0
110,51705,4.5
110,51834,1.5
110,54286,3.5
110,56367,3.5
110,56949,3.0
110,58047,3.5
110,58559,4.5
110,59333,2.5
110,59421,2.0
110,60397,3.0
110,60950,2.0
110,61250,2.5
110,63113,3.5
110,63992,4.5
110,64969,0.5
110,66203,3.5
110,68954,4.0
110,69406,4.5
110,69844,3.0
110,70183,3.0
110,70293,0.5
110,71579,5.0
110,72011,2.5
110,72330,3.5
110,72407,3.0
110,72720,3.5
110,72737,3.5
110,72998,2.5
110,73017,3.0
110,74450,3.0
110,77841,2.0
110,78772,3.0
110,79091,5.0
110,80549,3.5
110,81784,2.5
110,81845,5.0
110,81847,3.5
110,82167,3.5
110,82499,2.0
110,84374,3.5
110,86548,3.0
110,87222,3.5
110,88163,4.0
110,88810,3.0
110,91104,3.0
110,91529,5.0
110,92259,5.0
110,94070,4.5
110,95167,4.0
110,95449,4.0
110,95510,3.0
110,95543,3.5
110,96079,5.0
110,97024,0.5
110,97938,1.0
110,98203,3.0
110,103335,4.0
110,103339,4.0
110,104374,4.0
110,105211,2.5
110,106489,3.5
110,106696,4.5
110,106782,1.0
110,107141,2.0
110,109374,0.5
110,109487,0.5
110,109853,4.0
110,112006,4.0
110,113275,4.5
110,113394,4.0
110,119145,1.0
110,129428,3.5
110,136020,5.0
110,137595,4.0
110,140110,5.0
111,6,5.0
111,10,3.0
111,36,4.0
111,44,2.0
111,95,3.0
111,110,5.0
111,150,5.0
111,153,3.0
111,165,3.0
111,170,4.0
111,208,3.0
111,292,4.0
111,318,4.0
111,349,5.0
111,356,5.0
111,368,3.0
111,376,2.0
111,377,3.0
111,380,4.0
111,434,3.0
111,457,5.0
111,466,3.0
111,474,4.0
111,480,4.0
111,493,3.0
111,511,4.0
111,529,5.0
111,589,4.0
111,593,5.0
111,648,4.0
111,733,4.0
111,736,4.0
111,780,4.0
111,1100,3.0
111,1101,5.0
111,1210,4.0
111,1358,4.0
111,1370,3.0
111,1385,3.0
111,1391,1.0
111,1408,5.0
111,1438,3.0
111,1518,4.0
111,1552,4.0
111,1573,3.0
111,1584,5.0
111,1586,4.0
111,1597,4.0
111,1604,4.0
111,1608,4.0
111,1616,3.0
111,1687,3.0
111,1693,5.0
111,1704,4.0
111,1721,5.0
111,1784,5.0
111,1840,4.0
111,1882,2.0
111,1917,4.0
111,1918,4.0
111,1923,4.0
111,2002,2.0
111,2027,3.0
111,2028,5.0
112,39,4.0
112,168,5.0
112,222,5.0
112,256,5.0
112,261,4.5
112,277,3.0
112,357,3.5
112,543,3.5
112,830,4.0
112,838,5.0
112,920,4.5
112,1265,3.5
112,1357,5.0
112,1405,3.0
112,1721,5.0
112,1876,3.5
112,2072,5.0
112,2100,3.5
112,2421,3.0
112,2485,5.0
112,2572,5.0
112,2581,5.0
112,2694,4.0
112,2717,5.0
112,3668,5.0
112,3967,4.5
112,4018,4.5
112,5620,4.0
112,6942,5.0
112,8533,5.0
112,40629,5.0
112,63992,5.0
113,47,5.0
113,305,1.0
113,597,3.0
113,1173,3.0
113,1198,5.0
113,1590,4.0
113,1619,3.0
113,1639,4.0
113,1721,4.0
113,2145,3.0
113,2174,3.0
113,2541,2.0
113,2571,5.0
113,3300,4.0
113,3409,2.0
113,3513,3.0
113,3578,5.0
113,3624,4.0
113,3717,3.0
113,3753,4.0
113,3793,4.0
113,3798,4.0
113,3827,4.0
113,3863,4.0
113,3893,3.0
113,3897,4.0
113,3952,3.0
113,3977,3.0
113,3996,5.0
113,4011,5.0
113,4148,4.0
114,4,3.0
114,7,3.0
114,19,1.0
114,25,4.0
114,32,4.0
114,39,3.0
114,47,5.0
114,95,5.0
114,105,3.0
114,110,5.0
114,150,4.0
114,153,2.0
114,193,3.0
114,231,3.0
114,266,5.0
114,282,5.0
114,288,4.0
114,296,3.0
114,318,3.0
114,337,5.0
114,339,4.0
114,344,2.0
114,351,3.0
114,356,4.0
114,367,1.0
114,376,4.0
114,377,3.0
114,383,4.0
114,434,4.0
114,448,3.0
114,455,3.0
114,477,4.0
114,480,3.0
114,491,3.0
114,508,3.0
114,509,5.0
114,524,3.0
114,527,3.0
114,539,4.0
114,540,3.0
114,552,3.0
114,553,4.0
114,586,3.0
114,590,4.0
114,592,2.0
114,593,4.0
114,597,3.0
114,784,1.0
115,1,2.5
115,44,1.0
115,47,3.5
115,158,1.0
115,172,1.0
115,256,3.0
115,260,5.0
115,293,3.0
115,296,4.0
115,318,5.0
115,355,1.0
115,356,5.0
115,364,3.0
115,527,5.0
115,588,3.0
115,589,5.0
115,596,2.0
115,780,3.5
115,849,2.0
115,858,4.0
115,1196,5.0
115,1198,4.0
115,1200,5.0
115,1210,5.0
115,1214,5.0
115,1240,4.0
115,1265,3.5
115,1270,5.0
115,1347,3.0
115,1527,3.0
115,1653,4.5
115,1909,2.5
115,2001,5.0
115,2011,5.0
115,2012,4.0
115,2028,3.5
115,2081,3.0
115,2085,1.5
115,2150,5.0
115,2278,2.5
115,2329,4.5
115,2571,4.0
115,2762,3.0
115,2858,4.0
115,2916,4.5
115,2959,2.5
115,3147,5.0
115,3156,5.0
115,3499,4.0
115,3510,5.0
115,3535,3.5
115,3555,4.0
115,3578,5.0
115,3617,1.5
115,3753,3.0
115,3949,4.0
115,3994,3.0
115,4018,4.0
115,4022,3.5
115,4226,1.5
115,4306,3.0
115,4370,4.0
115,4720,5.0
115,4886,3.5
115,4993,3.5
115,4995,5.0
115,5445,4.0
115,5618,3.0
115,5952,3.5
115,5971,2.0
115,5989,5.0
115,6377,3.0
115,6502,3.5
115,6874,3.0
115,7254,3.5
115,7438,3.0
115,8360,2.5
115,8644,3.5
115,8961,2.5
115,33493,5.0
115,48304,4.5
115,48774,3.0
115,48780,4.5
115,50872,3.0
115,56174,3.5
115,58559,2.0
115,59315,2.0
115,60069,3.5
115,63859,3.0
115,64614,4.0
115,68237,3.0
115,68954,3.5
115,69757,4.0
115,70286,3.5
115,71057,4.0
115,71264,2.5
115,72998,3.0
115,79132,3.5
115,84152,5.0
115,84954,4.5
115,85414,3.5
115,89745,2.0
115,91500,3.0
115,91529,2.0
115,94864,3.0
115,96610,3.0
115,97938,4.0
115,99114,1.0
115,101864,4.0
115,103249,3.5
115,104841,4.5
115,105504,4.0
115,109374,2.0
115,109487,4.0
115,110102,1.5
115,111759,4.5
115,112556,4.5
115,112852,1.5
115,115149,2.0
115,115713,2.0
115,120466,2.5
115,122882,2.0
115,122886,5.0
115,122904,2.0
115,122922,2.0
115,122924,1.0
115,134130,4.0
115,134853,4.5
115,143385,3.0
115,152077,5.0
115,152081,3.0
115,158872,3.5
115,160980,3.5
115,166528,5.0
115,166635,3.5
116,47,3.5
116,50,4.0
116,111,4.5
116,204,2.0
116,260,3.0
116,293,4.0
116,296,3.0
116,318,4.0
116,319,4.0
116,356,3.5
116,527,4.0
116,541,4.5
116,593,3.0
116,608,4.5
116,678,4.0
116,745,4.0
116,750,4.5
116,849,4.0
116,858,2.5
116,904,3.5
116,912,3.5
116,913,4.0
116,923,3.5
116,1089,4.0
116,1136,4.0
116,1147,4.0
116,1148,4.0
116,1186,3.5
116,1188,2.5
116,1193,4.0
116,1196,3.0
116,1197,4.0
116,1198,3.5
116,1199,5.0
116,1201,3.0
116,1203,4.0
116,1207,4.0
116,1208,4.0
116,1213,3.5
116,1214,4.0
116,1219,3.0
116,1222,4.5
116,1223,4.0
116,1230,4.0
116,1247,4.0
116,1252,4.5
116,1260,4.0
116,1261,4.0
116,1267,4.0
116,1276,4.0
116,1281,3.0
116,1299,4.0
116,1617,3.5
116,1680,3.5
116,1704,3.5
116,2019,4.0
116,2109,3.5
116,2329,3.5
116,2427,1.5
116,2490,3.0
